creditcard,zipcode,age,gender,salary
182,5241160950170639,55533,27,Male,8800
183,5142484869184238,55537,73,Female,4100
184,5254042240569669,55763,93,Male,1700
185,5284666017315874,55964,45,Male,4700
186,5262594779520513,55823,81,Male,4500
187,5129912815872388,55749,20,Male,5500
188,5500945375844974,55033,66,Female,7500
189,5212195642609599,55339,73,Male,5500
190,5243125642830310,55901,93,Female,7500
191,5237023795697032,55140,98,Female,5500
192,5420235632621580,55822,33,Male,1000
193,5428965579560654,55521,92,Female,8000
194,5585184511392676,55444,88,Male,6000
195,5282876440236496,55264,25,Male,600
196,5580749878538940,55779,67,Male,3200
197,5543763843568433,55272,91,Male,9100
198,5492660096708073,55905,70,Female,2600
199,5438545835708616,55487,21,Male,3600
200,5512589524618412,55680,32,Male,9600
201,5344712265753792,55700,60,Female,9500
202,5491100857254307,55863,22,Female,6400
203,5560264366239872,55514,43,Female,3700
204,5274335684886557,55023,35,Male,2100
205,5318087814304435,55752,57,Female,1700
206,5249364342651965,55930,43,Male,9000
207,5503497167337178,55890,98,Male,1500
208,5248543660968231,55068,35,Female,8300
209,5447882819293870,55531,47,Male,3300
210,5140062288532864,55266,18,Female,5200
211,5436567999659635,55463,63,Male,2400
212,5281205665972588,55917,70,Male,7700
213,5377302437070877,55724,33,Male,7400
214,5424811868965705,55690,79,Female,3200
215,5321772490775900,55051,18,Male,7700
216,5455378001205441,55277,66,Female,200
217,5508065563646180,55229,52,Male,6400
218,5467525027318071,55856,57,Female,900
219,5470973663931259,55147,57,Female,1900
220,5279041351656779,55586,26,Male,9300
221,5594904631523762,55649,91,Female,3900
222,5463366293066282,55043,43,Female,2400
223,5333768552091869,55896,93,Male,6800
224,5558292066247477,55659,24,Male,7500
225,5475480050565489,55884,67,Female,8500
226,5121557568347548,55772,64,Female,9400
227,5243495311011488,55436,31,Female,1500
228,5223469657257090,55536,33,Female,1700
229,5263998877517553,55704,46,Male,1900
230,5510794214490393,55525,19,Female,6800
231,5324924984779859,55063,44,Male,4400
232,5157328240596804,55344,25,Female,6400
233,5148234499441506,55019,48,Female,1300
234,5570327893905683,55826,68,Female,8300
235,5549628115984879,55099,30,Female,5600
236,5187141589924055,55495,97,Female,5400
237,5103782298476860,55070,56,Male,6900
238,5593853328858141,55884,41,Male,3200
239,5582501035859877,55009,69,Female,2000
240,5498637667997230,55895,35,Female,9500
241,5573350117744263,55885,23,Male,1600
242,5378581661015224,55939,85,Male,9800
243,5527733980848336,55504,68,Male,8400
244,5423146717617186,55300,27,Male,3600
245,5477103193722308,55031,89,Female,9000
246,5554148713764112,55169,92,Female,4200
247,5438962986737221,55875,47,Male,5800
248,5441985322017904,55854,27,Female,6800
249,5476024845933773,55590,40,Female,2200
250,5409283975842483,55933,35,Male,2300
251,5442525128891307,55928,67,Male,6500
252,5317048843621893,55213,73,Female,2900
253,5184087597183825,55394,67,Female,9800
254,5572571562722204,55514,21,Male,100
255,5301488983092471,55823,24,Male,7700
256,5581782486310062,55855,22,Female,7900
257,5336869111098192,55786,93,Male,5500
258,5426572512032346,55931,57,Female,800
259,5462799709149329,55905,42,Male,9800
260,5585207042274475,55754,81,Male,3700
261,5139366037942941,55699,19,Female,4700
262,5507616808006951,55883,59,Female,1700
263,5420930913415930,55718,83,Male,1600
264,5304669720654767,55624,75,Male,9300
265,5447325431061465,55333,74,Female,7100
266,5170683282415195,55222,25,Female,5300
267,5443004350861338,55537,69,Male,9400
268,5253433322519022,55749,24,Female,7600
269,5410926057372038,55493,87,Female,400
270,5452303872689260,55912,43,Female,2000
271,5159349934095950,55207,24,Female,9500
272,5503151343634939,55600,23,Female,4600
273,5531206286920673,55002,98,Female,2100
274,5324685441563679,55626,91,Female,1100
275,5469145511670107,55822,30,Male,6800
276,5344808768117327,55708,34,Female,5300
277,5500844224374574,55442,41,Male,6400
278,5137190098047446,55962,60,Female,1900
279,5196007627102245,55872,20,Male,4200
280,5244382253318304,55170,83,Female,9700
281,5309929287368572,55046,47,Male,900
282,5165989625771898,55679,86,Female,9000
283,5541756027602657,55868,64,Male,1100
284,5176627257417979,55641,87,Male,100
285,5232946624137538,55052,69,Male,6500
286,5100629056438751,55042,47,Female,9800
287,5322848059458754,55765,98,Female,400
288,5260572599103647,55987,24,Male,500
289,5328437736056100,55833,85,Male,900
290,5145370792451827,55925,77,Female,8100
291,5441019652976529,55873,65,Male,8800
292,5546346385846305,55142,100,Male,5000
293,5476006780085917,55538,81,Female,7700
294,5155935590573571,55316,79,Female,5600
295,5154086733594750,55278,40,Male,1700
296,5540733429216700,55434,88,Female,8100
297,5478870248720631,55333,86,Female,1600
298,5446262239835777,55452,52,Female,7500
299,5241013679527482,55556,41,Female,6500
300,5423457494816200,55387,61,Female,4600
301,5547753167539488,55665,30,Female,9500
302,5299554032072592,55304,35,Female,7100
303,5520865078478449,55314,53,Male,5400
304,5184443868477422,55583,72,Female,8200
305,5364077604341922,55549,43,Male,6100
306,5543393055479861,55751,61,Male,4800
307,5139212703486435,55726,55,Male,7200
308,5101966152747688,55589,18,Female,4600
309,5530946003393412,55013,90,Male,6800
310,5347177913396559,55379,28,Female,9600
311,5573402150533234,55968,60,Male,4500
312,5232270104319338,55587,33,Male,8200
313,5572266252477165,55954,42,Female,1200
314,5261981784289682,55979,83,Female,2900
315,5154811967441398,55038,73,Male,5200
316,5332859710169746,55114,29,Male,5600
317,5554792884000804,55774,68,Female,5800
318,5299139684830313,55262,86,Female,9400
319,5518946687456317,55615,34,Male,1000
320,5346208917654742,55945,65,Female,8400
321,5200142920541924,55232,47,Female,2700
322,5389888040391698,55443,37,Male,6300
323,5511760677158321,55265,33,Female,9700
324,5322548960485702,55962,25,Female,6100
325,5246266944629831,55250,27,Female,2100
326,5206768406436835,55683,73,Female,1000
327,5212221426315359,55880,60,Male,2500
328,5406488649216468,55015,85,Female,5800
329,5258194644582438,55109,39,Female,9300
330,5532791155981327,55720,32,Female,7600
331,5103943067578480,55486,63,Male,400
332,5501599495953543,55843,56,Female,2900
333,5320561316483257,55838,97,Male,7500
334,5399273681622842,55183,62,Male,2900
335,5227798469849041,55345,92,Female,9300
336,5245985138182213,55523,81,Female,6500
337,5128093014233101,55164,86,Male,2800
338,5327473992497556,55539,48,Female,9100
339,5184529533031881,55471,22,Female,4100
340,5380138371450427,55340,33,Male,8300
341,5593250123907639,55075,99,Female,7600
342,5588865486169795,55962,71,Female,2900
343,5309762099231864,55347,49,Male,5400
344,5399721894764702,55382,42,Female,8000
345,5341933371533109,55724,53,Female,7400
346,5135040775496618,55464,24,Female,8200
347,5512508187246774,55934,52,Female,900
348,5201810792425694,55091,100,Female,3400
349,5583970744100544,55702,62,Female,200
350,5547037213891394,55007,58,Female,1000
351,5312037633429562,55038,18,Male,5700
352,5259919183289055,55929,65,Female,8300
353,5245274997542464,55864,25,Male,4300
354,5478201957735877,55127,71,Male,2400
355,5260692229720360,55105,68,Male,2400
356,5287593284914774,55632,38,Male,700
357,5348745479900169,55702,42,Female,8700
358,5324523465529047,55298,36,Male,7800
359,5121931635633026,55378,74,Female,6600
360,5416693833913212,55065,86,Female,2300
361,5409121163504475,55576,36,Male,9600
362,5256339167436361,55985,88,Male,9100
363,5504194507493626,55877,32,Male,4700
364,5286797218818644,55730,29,Female,7700
365,5138932229002512,55378,35,Female,6500
366,5227247224946320,55974,97,Male,2100
367,5230945539480563,55105,94,Female,5400
368,5406213948417108,55092,52,Male,200
369,5169311227050736,55345,61,Female,9200
370,5410876173478963,55478,75,Female,2900
371,5593626699519009,55088,81,Male,6200
372,5157687900632278,55715,40,Male,8300
373,5492256342135698,55278,28,Female,1000
374,5187908464402120,55916,37,Female,2300
375,5271772840730472,55497,34,Female,7400
376,5403145874280311,55467,61,Female,1400
377,5230788271619695,55305,68,Male,7700
378,5556574783973994,55524,67,Male,8100
379,5375859060796864,55389,60,Female,7600
380,5511423078173163,55154,88,Male,2800
381,5105949055254479,55553,71,Female,6200
382,5314592792449304,55143,92,Female,3700
383,5275806233382016,55628,80,Male,1700
384,5456259045557063,55110,73,Male,4300
385,5442056245354102,55361,35,Male,4200
386,5537578846389860,55696,47,Female,6200
387,5396930945670213,55578,86,Female,5500
388,5365364319476162,55278,23,Female,6800
389,5122377511690491,55891,79,Male,4800
390,5425170452202309,55577,73,Female,2100
391,5193759102665822,55980,61,Male,1600
392,5416682237242344,55320,63,Male,8200
393,5363435945905212,55691,86,Male,1600
394,5104006338696280,55463,27,Female,2000
395,5237059004313219,55368,32,Male,6200
396,5312037633429562,55534,48,Female,6900
397,5477580026199236,55002,93,Female,6000
398,5249231981980965,55868,59,Female,1600
399,5486330922389609,55744,22,Female,6700
400,5550700841392812,55456,49,Female,3200
401,5244027538118058,55915,72,Male,7400
402,5188445398747717,55855,56,Female,8500
403,5482706363486554,55427,87,Female,700
404,5391054764640325,55600,81,Female,1700
405,5342140519111603,55440,45,Female,400
406,5422374375955604,55056,58,Female,10000
407,5485547638990526,55024,39,Male,900
408,5544016002939278,55988,61,Female,200
409,5517185189122314,55792,22,Male,7200
410,5260801451077338,55280,22,Female,1900
411,5174222170073547,55988,47,Male,3900
412,5496867548612292,55658,22,Male,7000
413,5578478739568581,55954,69,Female,10000
414,5583319892315662,55564,26,Female,1700
415,5107483717458425,55242,38,Male,5800
416,5355816056150856,55962,72,Female,700
417,5100965390799833,55480,59,Female,6900
418,5225332187656355,55106,90,Male,6700
419,5346880552647924,55573,59,Female,1600
420,5158356164158326,55192,51,Female,1700
421,5315812039780413,55895,49,Male,8900
422,5571184741624712,55157,31,Male,2500
423,5178814721437845,55502,78,Female,600
424,5263027077377764,55720,43,Male,3100
425,5472910759966607,55496,46,Male,3500
426,5587903235325102,55185,89,Female,300
427,5376972748732513,55559,79,Male,500
428,5522516496733760,55481,65,Male,7500
429,5472934805042726,55236,48,Female,6900
430,5120640177284376,55380,73,Female,9800
431,5139078145538079,55132,69,Female,7800
432,5416955508422286,55419,94,Female,8000
433,5379271274278216,55354,93,Male,2300
434,5430152510007055,55991,67,Female,1300
435,5202629919833278,55740,87,Male,8600
436,5424531850687279,55574,53,Male,1400
437,5388817649920111,55937,84,Male,9300
438,5186771899650577,55594,60,Male,2500
439,5256081868290354,55780,48,Male,8100
440,5229750212466787,55245,22,Male,1600
441,5272830833146350,55533,50,Male,9000
442,5117523434469136,55215,64,Female,4800
443,5271979050959689,55287,98,Male,9200
444,5166720509837326,55082,41,Male,7000
445,5517848916594168,55743,40,Female,100
446,5409982988548157,55530,46,Female,1900
447,5263425963367990,55232,23,Female,5200
448,5220861768672907,55915,41,Female,5300
449,5201908229361076,55925,72,Male,8300
450,5223469657257090,55207,60,Female,8700
451,5245379555507187,55811,26,Female,7100
452,5114287930325373,55675,94,Male,4000
453,5244472376214199,55261,68,Female,9000
454,5392506517809647,55941,64,Male,7200
455,5168574971009346,55725,29,Female,7500
456,5578581446370835,55879,79,Female,8500
457,5581566661140877,55620,23,Female,3900
458,5431376382412296,55381,94,Male,200
459,5343497578393426,55127,21,Male,5000
460,5172497348316794,55362,43,Female,8500
461,5124433830674407,55609,49,Female,500
462,5336612925053783,55072,100,Female,1100
463,5365578091903396,55674,36,Female,7600
464,5162384492362687,55140,69,Female,9800
465,5407119200524540,55131,25,Female,100
466,5586038765661427,55376,62,Male,1100
467,5546606807315837,55239,69,Female,9000
468,5537897915945695,55758,97,Female,1000
469,5166844106846355,55238,76,Male,1000
470,5429537833008942,55554,63,Female,900
471,5342898921051036,55533,56,Female,8500
472,5548930946405822,55365,64,Female,6400
473,5281711783031900,55235,35,Male,1200
474,5266324956216701,55799,19,Female,9900
475,5428075710148342,55620,23,Male,8300
476,5590520036687517,55349,59,Female,1500
477,5432457888412409,55667,36,Female,6700
478,5520933266210683,55259,62,Male,8200
479,5349732155676635,55849,59,Female,1800
480,5502675265411976,55583,49,Female,800
481,5253300225949632,55633,80,Male,1300
482,5143418610359201,55818,73,Male,9600
483,5139873882144085,55724,95,Female,8000
484,5263773569024352,55367,61,Female,3900
485,5241828170181442,55549,20,Female,8300
486,5333389289726501,55160,51,Male,8300
487,5504946112285097,55402,22,Female,7400
488,5284533637947728,55100,33,Female,8000
489,5436825534488724,55750,44,Female,9900
490,5490274258970323,55167,85,Male,1200
491,5566506761343186,55980,38,Male,9300
492,5199189366496405,55741,90,Male,7700
493,5384229270230527,55932,75,Male,8600
494,5361074504567634,55732,94,Male,9000
495,5516155027468865,55887,83,Female,6700
496,5568897603763030,55257,47,Female,1600
497,5595458427270533,55954,46,Female,7100
498,5552419934237572,55726,89,Male,8500
499,5280153208366556,55276,21,Female,4500
500,5445533485816534,55170,43,Male,4100
501,5447967726041569,55555,31,Female,9200
502,5428883012197994,55884,91,Female,2900
503,5133669132778680,55177,22,Female,2800
504,5231273886645145,55366,35,Male,7800
505,5368704533198398,55480,67,Male,2300
506,5397589971206893,55607,49,Female,2400
507,5409925644472759,55364,55,Female,6200
508,5495924028274589,55803,32,Female,7600
509,5495672886340592,55291,20,Female,8100
510,5572777951322395,55654,34,Female,9000
511,5296829429235397,55282,87,Female,3800
512,5565954015763034,55758,86,Female,3500
513,5255738196108811,55507,32,Female,1100
514,5377266799869905,55067,78,Female,3800
515,5199564852563506,55012,90,Female,4000
516,5249655125957903,55699,40,Female,1500
517,5308539898651240,55418,72,Female,1900
518,5497082047680373,55610,82,Female,800
519,5131509673119203,55666,70,Female,8400
520,5283348529349482,55875,32,Female,1800
521,5275453922220429,55180,94,Female,4300
522,5544291049607929,55139,81,Male,8000
523,5143572918021788,55472,83,Female,7200
524,5129949135437872,55932,21,Male,6700
525,5221654176512800,55395,88,Female,2800
526,5315070981069133,55558,72,Male,3500
527,5443009884622932,55572,27,Female,5400
528,5397630273859615,55947,27,Male,9900
529,5581837487369192,55956,94,Female,2800
530,5428795476048390,55820,54,Male,4600
531,5282943235332920,55665,88,Male,3500
532,5522403426739680,55393,62,Female,2600
533,5209801231663443,55300,86,Male,3700
534,5284597540822641,55765,94,Male,8900
535,5170289421610868,55187,79,Female,4000
536,5384316285624321,55599,92,Male,1800
537,5182144295481944,55936,24,Male,9900
538,5271201749213372,55306,78,Male,1000
539,5244981366578694,55065,67,Female,7900
540,5432348362697252,55209,76,Female,1200
541,5397618187140966,55380,73,Female,3100
542,5439286721890676,55779,43,Male,8600
543,5308347419774156,55443,20,Female,7400
544,5209565589788504,55883,33,Male,9100
545,5476483646868499,55850,24,Male,1600
546,5258039299903340,55979,100,Female,2200
547,5490012817558704,55888,21,Male,6800
548,5240415551866428,55894,81,Male,8000
549,5581237848940890,55812,25,Female,3900
550,5131226798387967,55305,67,Female,7700
551,5391523236709751,55353,38,Male,8900
552,5355931468861014,55504,81,Female,10000
553,5385973640584175,55554,49,Male,9600
554,5248747873395088,55067,20,Male,9900
555,5574301016330760,55445,21,Female,800
556,5544050644539196,55131,54,Male,6200
557,5338079620784682,55251,98,Male,2200
558,5148854159435249,55299,18,Female,9900
559,5277785284273076,55596,100,Female,100
560,5418961461593616,55680,30,Female,2700
561,5434614557694547,55071,33,Female,1000
562,5323604700769548,55346,66,Female,3900
563,5398124669683697,55143,72,Female,5900
564,5259320039226971,55477,93,Male,3100
565,5547275958827211,55557,29,Female,3900
566,5376111035271519,55542,47,Male,9400
567,5187707774787497,55363,66,Male,5600
568,5382700879028977,55094,56,Female,5200
569,5484842165970285,55821,40,Male,2300
570,5368558416457747,55400,37,Male,7700
571,5389577273253002,55372,37,Male,6700
572,5279336489138082,55010,53,Female,3700
573,5310970190441285,55071,20,Male,8300
574,5154967095676261,55107,61,Male,5100
575,5516202495755884,55508,86,Male,4000
576,5255742896307905,55704,34,Male,1200
577,5521954381055646,55522,90,Male,300
578,5154292795007521,55734,68,Female,2500
579,5435676887663822,55723,81,Female,7000
580,5121514472785008,55392,50,Female,7300
581,5281626760089632,55141,68,Male,600
582,5584663910597754,55449,44,Male,8000
583,5486400405099197,55497,98,Female,600
584,5431264825262108,55125,90,Male,9100
585,5143513556331097,55458,70,Male,6900
586,5493031171359456,55702,31,Male,9400
587,5550229459841456,55336,35,Female,1100
588,5511653238819483,55862,40,Male,6100
589,5408732150172794,55300,99,Male,9300
590,5386647396834609,55464,96,Female,7900
591,5496357390461360,55021,36,Female,4900
592,5414265145438733,55527,62,Male,4300
593,5532546236478473,55122,62,Male,6800
594,5399577650515054,55528,54,Female,3300
595,5578075162295177,55771,28,Male,6200
596,5469039199810814,55902,45,Female,500
597,5321141118555047,55314,35,Male,1600
598,5133489730040759,55140,73,Male,7600
599,5100836811473318,55377,39,Female,6200
600,5220086332743782,55468,95,Female,5000
601,5168282883540859,55751,78,Female,6800
602,5562151406571554,55686,47,Female,3200
603,5535468906983665,55796,79,Female,800
604,5520199887396604,55985,28,Male,3700
605,5210241363982500,55908,36,Male,8400
606,5420961729482137,55578,86,Male,2700
607,5546604283562733,55884,22,Male,500
608,5197467296662755,55742,28,Female,8800
609,5132240937000554,55680,43,Male,9000
610,5159088492586709,55565,54,Male,3500
611,5355005063686488,55213,69,Male,5300
612,5197045068780250,55583,41,Male,5900
613,5260317800529879,55804,38,Male,9900
614,5193390318575660,55061,76,Female,6100
615,5260877160710310,55941,47,Female,3200
616,5317705420234875,55633,88,Female,9300
617,5525363337469404,55986,55,Male,4800
618,5192059683006145,55530,49,Female,1100
619,5395947372779151,55504,41,Male,8100
620,5573572782088060,55491,62,Male,7800
621,5112084558194484,55332,82,Female,2800
622,5394626296301687,55053,31,Male,7100
623,5445092089868573,55347,90,Female,7700
624,5596571535316318,55720,81,Male,8500
625,5547974683730514,55987,91,Female,4400
626,5173471673727932,55180,76,Male,2000
627,5200375095504117,55632,64,Female,2600
628,5366270493321844,55398,94,Female,9000
629,5456976774232341,55955,50,Male,9100
630,5308576867572221,55719,21,Female,800
631,5212737961995008,55308,59,Female,2400
632,5492825992072698,55711,62,Female,3400
633,5424408628942072,55955,78,Female,8300
634,5438231572216713,55795,29,Female,1300
635,5438996255586091,55365,29,Female,7100
636,5184789207964060,55795,30,Female,1600
637,5467651122476794,55070,31,Female,7100
638,5522747170237154,55145,23,Female,3800
639,5126574588094385,55236,32,Male,8900
640,5399469567286799,55700,70,Male,1000
641,5555425909150077,55466,65,Male,900
642,5529012943266672,55517,27,Male,300
643,5324724299778970,55522,19,Female,2300
644,5297302279738208,55076,59,Female,8400
645,5429523338389748,55728,32,Female,2000
646,5318124429561925,55381,83,Female,1100
647,5446329344809714,55245,86,Female,1200
648,5276864292342149,55610,78,Female,9300
649,5471035043227094,55793,39,Male,9700
650,5377302437070877,55205,28,Female,7200
651,5228040030121009,55118,88,Female,7200
652,5258982942390979,55184,37,Male,7600
653,5291825583170052,55737,70,Female,7500
654,5393809475656292,55967,48,Male,200
655,5209106997372191,55411,37,Female,7400
656,5332670809877408,55762,72,Male,7600
657,5228812574281401,55982,19,Female,5900
658,5184249968254649,55343,71,Female,6800
659,5258001426631202,55702,72,Male,5300
660,5303175352483310,55548,40,Male,3300
661,5135576673903411,55156,97,Male,5700
662,5284475956772750,55364,55,Female,1900
663,5524492734942480,55470,97,Female,8000
664,5355955739837230,55989,36,Female,400
665,5504441498156252,55798,94,Female,9500
666,5368563674135613,55699,35,Female,3000
667,5118826770739700,55114,82,Female,2200
668,5201465738223198,55382,81,Male,4200
669,5314073032100858,55053,67,Male,1700
670,5225960146518678,55139,65,Female,6000
671,5214635330285457,55128,94,Female,1500
672,5440882142836699,55643,28,Female,7700
673,5342168073668064,55716,39,Female,1000
674,5142596115903309,55806,73,Female,1600
675,5373389411020097,55315,68,Male,2500
676,5267556012303978,55335,88,Male,1900
677,5380830537404815,55165,90,Female,1200
678,5225962791363970,55932,92,Female,3100
679,5390923608597589,55784,83,Male,4000
680,5443243893803106,55455,44,Female,3700
681,5419258373614344,55593,35,Male,600
682,5432263859841000,55968,72,Female,7500
683,5445081861346767,55344,80,Female,5700
684,5131104531160134,55370,99,Male,3500
685,5451356650827503,55056,44,Female,4900
686,5303409794605234,55169,70,Female,2100
687,5477492634333282,55080,81,Female,300
688,5539468131343608,55012,20,Male,7500
689,5252216540904261,55379,96,Male,6000
690,5233672629235668,55945,24,Male,6700
691,5134248693701321,55454,99,Male,600
692,5582156842028180,55735,23,Male,9100
693,5336525058013145,55313,92,Male,5700
694,5442298717697820,55955,46,Female,4700
695,5403506070339757,55801,79,Male,9300
696,5332419431135607,55501,64,Male,9700
697,5404689586622459,55725,57,Female,4200
698,5519727349161118,55132,86,Male,700
699,5298636561912545,55465,55,Female,1000
700,5152100085870817,55435,44,Male,3300
